userid,screenname,follower,friend
'888832098295009280,Ronivieirasan,42,0
'554388663,pucchin1966s,18,0
'192525365,DocDJF,14,851
'311252018,Vitor1073,26,0
'2210846250,xuxian412,61,0
'1206814506,shuvalovmihail2,22,58
'596497106,andreamcdonal12,48,0
'451807618,peh7238,9,0
'477669189,mizpon0401,9,0
'327024415,sway_so,24,0
'284537463,wnsgml2525,15,0
'2575397873,WolfieFrost,20,0
'578163159,yuldo07,27,172
'802141172953030656,aotuman6,41,0
'1495942490,AshleyHay10,15,91
'1302244494,Roycally,9,0
'144903567,abbiew_ox,64,0
'2424586043,nash_yasmin,45,0
'2680448024,kmina811,3,0
'365527351,ANTHONYPERDIKIS,3,0
'959241605440995328,Franco67225560,4,0
'1431894528,Guatavo5g,22,0
'989611382,VRidethesky,53,204
'3163100946,reygiebaterzal,99,0
'2377124664,vasuylka,4,0
'566887364,joeitsoi,29,0
'172265950,qkqh33,54,0
'847390657,VIKTORSAMSURI,35,67
'302419570,wpsfdk,19,0
'930340572,smaaliaudrey,12,0
'2500034566,MrcMercier,8,0
'468840286,sulee222,8,0
'50040033,DeirdreLBrown,124,0
'756418053575888896,w28579513,26,0
'455969332,jeanjdspc4,48,0
'71808094,szokekitti,25,0
'3361436921,ALYONS43074180,10,0
'400427527,boy20308,6,0
'3116366818,HussainTasaur,27,182
'947638078889431046,Vio76816373,18,0
'1267729969,Manueman17,11,0
'243973887,micky_jung,6,3
'938059034627678208,finnlard_,7,0
'234411779,arehmanchanna,48,0
'367101086,tintinblackpool,26,0
'188729984,JuMaahara,54,0
'894827617,quincy_cohen,36,0
'947841424229142528,chanthomas0920,22,258
'275410805,UNRAT3D_,13,0
'1484773304,AArn0,13,0
'323764116,_Harry_Gray,19,0
'283722326,fepauka,24,0
'780545144,leelinhong,20,0
'4351342156,Bexc10Chenery,13,0
'168435870,NinsKoch,9,0
'238544151,Nick_Psathas,15,92
'813051620,Julle_xo,43,0
'2502317947,TaylordJean,17,0
'1178564226,Cuan007,18,0
'942932778466848768,lucywil97837210,17,0
'900612115630661632,zzv9rypMGLlwdaZ,18,0
'515229279,Giuz_85,25,0
'361979102,sherifsalah3,53,0
'234692254,rabi456,74,0
'131522352,valirion,19,0
'404374352,PCPizza1,29,0
'201306358,amieeparker,14,0
'288440328,Broncoslife,22,0
'3071188169,rivalleau3,6,0
'3930050234,dlhaoqing,40,77
'2149337691,siesta90,17,0
'355542084,only_TSD,30,0
'2895179494,BazzoniAlex,29,0
'1572610207,Roger_L1,41,0
'270419806,HiMyNameIsIsma,131,0
'367182487,sierralang1,20,0
'388876881,SarahTilly,13,0
'3527718743,viniciomaldona4,56,558
'1575732079,andre5780,21,0
'230060252,8090_,77,0
'2851785600,salahudine73,9,0
'1188158923,ianina520,9,0
'214245395,parkyeonggyu,43,0
'2767699007,JxyKiko,18,0
'472045768,emmarata,4,0
'2921103040,vonali5219699,7,0
'79844480,0987654321jamie,58,0
'3234717831,mamagarding,27,0
'737248038,olawole8,20,0
'190400826,nathaliethery59,56,374
'480918543,deddytamp,4,0
'2268666055,pumaagb,7,0
'2504232085,assa_jones,12,0
'322711369,RolfieDog,16,0
'1554127158,zdavies2,35,0
'1631448602,DannyAndrew5,13,0
'151758228,indah_p_dyank,16,0
'724271586,745395305,13,0
'234956389,MarquitosOviedo,43,0
'1349836105,waterindy,5,0
'323065603,ww_kindness,38,0
'294664645,sintwitshere,45,0
'948532968057786369,Penny56041863,48,0
'336688896,Noel_Vaincra,2,0
'82596675,modicenter,90,0
'612100577,gilbzlombz,5,0
'500009667,ProAnaLover,68,0
'723146254163664897,ComVitalik2112,61,0
'2305839413,234952167,19,0
'256876689,kimyeeji,7,0
'2932655562,LoveparkMad,74,0
'67831395,KINGNUKS,16,0
'371708385,Yao870328,10,0
'1881071101,alishafal1,7,0
'2828495354,HoihengLee,4,0
'3152102378,francesco_mop,18,0
'235230233,nacho280999,20,49
'248536143,mcneelmauzy,0,0
'1389299612,jedizaro,11,0
'1937985589,DrakeLane2,22,0
'225316532,KeiKeiLaw,41,0
'711766969,STFU1111,2,0
'2826542190,CherryttTt,31,0
'1857181418,BrunoJorgeGomes,28,0
'307860015,AznLanix3,3,0
'720281764,sadstorm88,37,0
'324590922,RITAH_SANTO,63,0
'2361821551,silva_0102,51,360
'562158741,_simili,51,0
'344248800,arrudamendonca,13,0
'732336110433652736,josshhhss,48,0
'2589220328,camillegz1,67,0
'1291225868,CsodaPeter,21,0
'1669733593,a24071014,17,0
'785514962038894593,yanbushou,3,0
'162579348,cmorgain17,55,0
'3139413896,yichen8507,16,0
'1423085148,LouisSunj,4,0
'287139568,Kenman251,59,376
'869569050287906816,DPyWbDcvwO9XsyM,3,0
'631023405,JormaJani,26,0
'3029130730,Royal_Lyrian,17,0
'593074308,KaraNikii,72,0
'2283645335,antonio75505888,13,0
'2543448996,ChenMoum,5,0
'357447075,dlatnwls54,34,0
'2418505319,amj1314,20,0
'2635779277,linjinweilucky,6,65
'189124539,osean83,13,0
'3057683511,Wizziwilliam,16,0
'3371990537,akram81316136,36,0
'325459968,vensawfo,6,0
'2793688868,aluppi10,27,0
'23579823,aamandahz,9,0
'900363227112108033,ssenss2,12,130
'300704943,GregerGlolgel,79,0
'525699447,arum_kil,6,0
'218814263,ndh920508,5,0
'729239648011194368,Kyra_jen,6,0
'434375017,beluskomtb,4,0
'3122470826,JameroLloyd,10,0
'3287216719,maxblac13,49,0
'784391080909217793,balabalalala7,5,0
'427397522,hedyejayjay,7,0
'978943273,sajid04297992,13,0
'564904155,julio_sotos,24,0
'2798391643,colorfulkwamrak,37,0
'2785296956,GeliaSHA1,6,0
'521544831,DinaKarabay,17,0
'1387357190,PeterMountie83,20,0
'419590823,MinNatalie,24,0
'177096353,DOCDJW48,43,0
'1119211614,MannSzJGforever,19,0
'783962384498962432,Metis_Li,23,0
'873671034,danielyan4,14,0
'75949638,si_dolz,161,0
'4121544200,WYunping,91,0
'432151299,wlqvm,8,0
'2190781959,forsythe_pat,62,25
'954744454421741569,LiuziziLlzzllzz,13,0
'596133737,00sonaliraut,32,0
'1201563168,jugsartori,166,0
'732261972725645312,dragosus241,15,0
'1667718540,RinaDrg,13,0
'1143784212,RobSanetick,18,0
'1058304744,DosaEvelin,2,0
'761960002147844096,macu1221,123,0
'3250562372,hdkcndhsc,73,0
'3996719063,n8tv78,14,0
'2386181377,josejoaquinRA,12,0
'309225401,Elise0608,8,0
'426440277,CYBaca,10,0
'1041705752,zavoczkine,3,0
'1419936086,_AfiqCoach,18,0
'202105234,PS3BREAKuk,74,0
'3073482483,A7Brandon,43,168
'390306635,xFonze,33,0
'966378745,hmhr1003,2,0
'463904004,SelleyAkos,13,0
'3227243218,2001_juandiego,6,0
'299010013,KocsisRka,3,0
'2499819922,KlondikeH,40,0
'913546128,iwanginaassyab1,1,1
'430252990,R3GGI3_BR0WN,18,58
'447119471,Towin11,6,0
'446484427,GMAILdotCOMM,26,0
'579382426,LucasRo28438580,20,0
'357805063,BarbaraPrewer,14,0
'521615628,bealenzi91,67,0
'630738800,tjhaveswag,14,0
'3254768729,sebastdaniel_11,33,0
'721502305,smylesafe1,1,0
'604063501,estherchungy,13,0
'1129479060,gyp123qq,18,0
'714321846,alfanoantonino,13,0
'1061560518,alca_line,7,0
'2387729370,YTConsulart,14,29
'1459775965,WuLiRan,5,0
'1103129532,kaykay6561,19,106
'2290246663,FifaXoXo,21,0
'1018515516,BrunoIsKawaii,112,0
'1635569498,BrendenMarkopou,25,0
'2723330995,RizingVideoGame,109,914
'1120679023,bielsilva211,6,0
'304981587,kingju_1004,17,0
'714996149,kilomoneyz,11,93
'888226208634343425,Jess_wildtree,297,0
'153600256,Dragonfly8822,9,0
'2796794970,WilliamWrzes,96,703
'1258005421,alal2727,47,0
'1577848068,EasyHan2,4,0
'361007285,MinnieKoo,11,0
'212716461,Lucky6667,15,0
'601753246,SupaDupa4,4,0
'580682784,Liu668888,3,0
'471397438,D_banana97,4,0
'798305041,bryanwty,8,0
'194206108,peaceninchen,6,0
'707088502165512192,briancall1974,34,0
'2713026334,Max_Degen,4,0
'2998463923,Timmy_Bitch,72,0
'289575114,lessinsantos,29,138
'2396445458,ggOwOw,43,0
'1699122325,Inery_Riyab,1,0
'561772834,kylebailey750,6,0
'1965122016,JJ_Sic58,11,0
'275458155,samineznaetekto,451,0
'2201680674,rajibinfo7,2,0
'360213530,PerllADiiAz,5,0
'1493826840,GeeeMaker,9,0
'2714658478,HPeijian,25,0
'1250099630,AshcashLopez,4,0
'177761620,asma5369,35,0
'536425639,lolkabolka3,15,0
'87183636,luisasemania,25,0
'742945939,MurphycoolRBLX,15,0
'1548456984,BarryFitz79,10,0
'490071910,SuperDelcios,38,0
'211225475,Dorapandacore,13,6
'2537621376,babyZMX,54,0
'4230949213,Alicezhong11,17,0
'882045946732855296,andylinchina,27,0
'754639332,inand010,9,0
'317677599,AhnsoohyunSarah,23,0
'1120385486,calle_okc,9,0
'112882951,tarescar,40,222
'2802273225,stroud_jane,7,0
'2151024680,brillia19790255,27,76
'928013627197665280,BullEzGamer,1,10
'2615505594,261201kevin,20,0
'2731682264,e6f93a1ca311405,13,0
'2345607928,johnlikestavos8,33,0
'2373571074,samar6128,2,0
'1471942794,wernerlina,15,0
'2801016331,DavidDinh12454,19,0
'169973539,LucassReis10,114,0
'1523368711,AsoDrivers,11,0
'98615117,shieza7375,26,0
'1026287612,Jerry41537038,10,0
'1622953544,artrock123,13,0
'371746460,_khaled33,11,0
'2834309584,Janulienka815,36,0
'1181543304,bytek404,19,0
'51213646,micherl78,47,0
'754063215970033664,Raysanford7,30,0
'953705149263785989,RARERealtor,21,0
'210833716,gauss7777,12,0
'2390947956,CactusCZ,10,0
'624599453,arturalfredo123,242,0
'972681415,halim09400,23,2
'3226271954,britneyquinn11,14,0
'1094702232,alexbehl12,11,0
'1176551478,mona89304016,11,0
'722864430,WeirdPornIdeas,10,0
'332780061,JamieHealy1,33,0
'2286142733,Theoljungdahl,76,476
'178864884,nn25616166,465,0
'766416477524287488,padsh18,2,0
'231723938,weiweiaixuan,13,0
'3012203813,Aooddiez,18,68
'2581958695,jacksui42,4,0
'938406097,PornchaiWetsuwa,7,0
'485274055,TODRowles,9,0
'732601114177241093,aleks23894,93,0
'3198656103,LeighOhlinger,9,0
'492108979,abeleDONOFRIO,29,0
'236796747,Fcadrenalinaamo,8,0
'2415473166,moomoo_tor,29,0
'945993295515275265,renzw12,12,0
'2178998145,lovameja,13,0
'1641545503,EnzoBritoJ,108,0
'477893578,Hinei,20,0
'729229879280074752,NastyaCat1_1,17,12
'1218638467,y_eillen,19,0
'717087168175341568,SHIKAKUSHUGI,1,0
'919682454,Stephen11770942,44,0
'327569036,JulieMurphy8,35,0
'892816226,cirillo_luisa,4,0
'970023588,khenn18,47,0
'201614534,lilgambler,211,0
'236858244,KimheejeongPB,30,0
'270966090,dinalune11,88,0
'464000053,OsmanHamour,17,0
'467551732,OLUAPSAIDSEMOG,81,0
'192215767,jethrothekage,36,0
'217512978,dldythd76,32,0
'441964078,BriStefofficial,2,0
'760653963880312832,Shawnliuuuu,21,0
'2308499041,pridepaivaz,39,0
'846325385830785024,LeticiaChiquet2,18,0
'2880879354,freedomlxh123,77,0
'2409978487,Carolking71,11,0
'4312125012,woaiwan4011,49,0
'371295260,tuhin_hasan,22,152
'213053765,dalsin_,9,61
'2465568996,_dpadventures,21,0
'578438622,arthur_dai,14,0
'2451109202,kysea1131,8,0
'1465935776,nathglew,10,106
'3286956618,MartelleAshley,43,0
'313206337,sunshinemay_sy,19,0
'2739753024,kaankurcer1,2,0
'287824331,AllieJaggerx,43,0
'580921550,ritinhatrindade,31,0
'2423141076,yangchurou,23,0
'4440659234,wenhang2,3,0
'471557852,pellicel18,204,0
'289287102,TanseokHwang,8,0
'818880115,01LuisM,32,0
'836875712,942697492,17,0
'1285322778,emily63130,11,0
'395176158,simminjae,26,0
'146251939,MrsOdems1,17,0
'3196238379,cichockialdr,6,0
'190975451,topteamelite,22,3
'1577567984,lyf08250,3,0
'349341309,MapleSquirrel,168,0
'768632114,kefarwell,136,0
'912737537113833472,iiivbits,16,0
'3003556661,mlktac6,8,0
'3782583136,Spicesnight,29,0
'422052193,RiverRacca,20,0
'145931539,HoJunChoi,21,0
'2259283001,LoEnvy,14,0
'2313886711,calips1963,6,0
'2650131626,Alynnama,20,0
'3185744503,JamesJtaylo,39,0
'349451617,ruuug1,5,0
'184960860,melabu1983,55,0
'366690166,PangGachi,21,0
'1839473198,CollinDomino,8,0
'2958145690,Evoz0000,55,148
'2939256001,Rival_Metric,57,0
'1705865072,Sirin_bla,12,0
'4442150021,prossi_987,52,0
'986017104,newtongucci,252,0
'47054534,jillmanurung,173,0
'470184022,kittiWTF,49,0
'1938827054,cenetciceyi,26,0
'2385304010,HuangLucker,6,0
'453932535,tee77701,35,0
'2310102506,ImsoMysteriousb,10,0
'1223904211,Herbivoreprobs,27,96
'2845558435,rayleileilei,11,0
'933943333,Bhoyar11,22,0
'198433183,Lynx_photo,10,0
'733160394,ronthefid,22,0
'223363213,Vaginafetish,16,0
'198449753,Kerople,54,253
'2378996054,313918022,22,0
'147737321,ourlandis,27,0
'751812088708800512,NigoschanSom,64,0
'599378226,BaileyNorman2,7,0
'1870293720,asd7635577,6,0
'2260215818,effywatters,9,0
'852244365598748673,AbyssShadow04,44,0
'2405178127,953255895,18,0
'1262106164,Biroic3,1,0
'2668866775,AresMontes,0,0
'2903191369,jboyx1011,64,0
'3437732457,gepard8822,20,0
'376345303,tonicannistraro,75,0
'2233064342,WJJPPP,6,0
'95281727,obxpwrlftr242,27,0
'3226474074,HanatenOo,14,41
'2295983341,IohannDias,27,279
'882092300,dx2555,7,0
'2751347900,Org_marktng_CPE,11,0
'3648671593,992340685Lin,22,0
'1734603667,dinograssi53,20,0
'947406347636756480,nellie26012293,4,0
'2421307650,ShadowKingVenix,7,8
'1941014994,ivankon666,29,185
'184822396,RANI_1206,47,0
'733894032179367940,zxzx088655,28,0
'1308376938,integar666,10,2
'47314356,GEPENO,74,0
'50973795,CamillOuw,14,75
'62047782,diannovan,273,425
'1628203568,hiandlo33,45,0
'763703506154827776,heruiyama,39,0
'832560488,yuppanun,3,0
'4902490828,TheRealSteef,11,0
'28725841,maryolsonx214,305,0
'624840133,710982652,5,0
'4856067593,felixdarrius,9,0
'407922503,billsmokey1,10,127
'3295484261,zebraturkey45,16,0
'811273512,MatteoCarboneri,18,0
'512373577,HoonseongGye,10,0
'744995205816913920,IvanovSlaven,31,0
'2331013904,Omi_Ping,6,0
'1692770388,ode_hk,89,603
'4187464665,ivi_86,13,0
'156198612,niyusu,30,146
'200784975,neilrivera911,24,0
'2388596356,shakamun2012,19,0
'2176797077,DelcroixLebrun,4,0
'608396699,VanillaEis,14,0
'1862435341,thejackel66,61,0
'571719383,albiran_gonzaga,25,187
'14422821,jsm_fusion,17,0
'3405814931,LawsonCarine,50,0
'275831407,modwow,20,106
'4774746941,linnnilll,17,0
'2584288068,abigail94553736,29,0
'2240344764,jomian2,2,5
'944318585068863488,ShrekRealNoFake,13,0
'2387564132,kaorisatoo,46,0
'721649844,SzabGrta3,4,0
'141132337,qpkevinqp,22,0
'876263497,dnwn267,3,0
'290223309,GustavoTuller97,44,168
'1433983986,shuan1022,14,0
'2279459045,Desmond12733366,56,0
'2293178448,GrasmanPatti,239,0
'2653711464,cao03921,25,82
'113493944,Exther_,20,0
'2752398811,16Sliman,6,0
'929637465283092480,7CjrhXCB1OVLL9Y,9,0
'1270262750,AbuHanen111,3,0
'619863720,hyk521,4,0
'2899466797,dj9811111,22,0
'565275906,kbmaclean19,8,0
'407205473,lol_hahahahaha,11,0
'3432616317,X1v4of2CB0SXiz7,66,352
'2214944083,s2237145,33,0
'3231518757,omowunmiadedeji,45,0
'363752527,Jakobk1,11,0
'356430705,PhotographyAdd,20,2
'1205625355,DacjanHypta,11,0
'2606867489,DenisPetton,15,0
'99111963,Rakesh_Pradhan,6,0
'1611973441,chen_sihong,0,0
'512229641,josearmiento,13,0
'514295099,baifernrasita,7,0
'97022575,henrique_hahn,11,100
'394380675,andreian2,6,0
'893764466,Antruuzis,27,176
'3250198730,thatoneotherboy,43,0
'469697569,montse677,8,0
'850581020,batu__can,4,0
'1533893335,GerLegacy,18,8
'478142461,marsherman,56,249
'477250823,halley2286,12,0
'501496921,Pammanee1,39,0
'957811939937214465,okimaul93976242,42,0
'210837369,zim9778,8,0
'911984544118603777,Alles_lila,12,0
'2398238851,Martim_Gracio,211,0
'1546813705,PatriciaLyra2,14,0
'2382936829,trfm007_michael,21,0
'67833091,ASE_222,52,0
'4666511688,Bazinga966,3,0
'223351724,Ryantse123,17,0
'2482279956,insmartsz,4,0
'761178854,zoub27,29,219
'500936720,ericdugard,7,0
'2338152989,petar_gamsazov,19,1155
'1157241788,AAki63,7,0
'38778883,sYd_kNeE09,28,0
'514711471,MaraKlinger,4,0
'175579954,0PSM0,4,0
'802821720713334785,NIGINextTuber,156,508
'762250624830361601,LIMYEQ,9,0
'506166039,RDorcikaa,12,0
'863044116,waseem_kavish,65,0
'614183499,MChmielinska,17,119
'540714440,ksk917,13,0
'2396041715,km52rkm52r,28,0
'383260714,mi2mi5,3,1
'229690974,HyunjunV,13,0
'266493842,TheMatfa88,39,0
'387539281,Namaop2526,19,0
'236839246,FreakyGirl3,13,0
'3256136076,Malayna_okay,26,0
'1863894271,chinglyli,5,0
'1044632802,joshw_2012,25,0
'554108925,dshdjxvh,16,0
'635575514,KmvesAndrea,1,0
'2391190962,top6538,9,0
'256615644,Lexan87,4,2
'169813569,820691,20,0
'548284742,HuynhConstance,9,0
'1212665736,ancsik000,20,132
'781502582023794688,BLACKASTARRR,3,10
'1911760459,wawaleeya,83,0
'1309537470,IrmabeeIrma,25,0
'621444184,rachelmoore252,90,0
'468305592,CeBu_SeAn,1,0
'2450643125,Amanda_Biiebs,100,475
'3049016815,Superstar0908,35,0
'963122147219603456,ArunkumarGnana1,0,0
'196367689,kingofthegreens,33,0
'300077363,dunhll444311,9,0
'280064334,maelovedjdada,15,0
'762372469554421760,Littleluckychan,19,0
'874828879101255680,sebulia1,255,173
'370433175,dniel_elelejido,41,256
'585631850,MattiaRomele,75,735
'418138361,nguyennamkha,10,0
'991088839,Glennbarlow143,137,0
'287241879,eduardobegossi,19,0
'2469768130,grubBYmodrak,3,0
'216982048,grataenarak,6,0
'403434263,mofa2000,2,0
'4805533829,VigenAbrahamyan,2,0
'2913926981,2JJJJJJSJS,5,0
'2183389448,nontawatkraisak,35,0
'205621982,jyoungsik,34,0
'2723737427,gabrielasbraz,30,0
'434592606,seuheverton,16,0
'2590309759,Devoted2Dick,5,0
'463501333,aungkyawhein1,7,0
'1109593670,robertomarinel6,14,0
'794261874,IwanDanial,106,0
'728413404,nguyen_tuan121,39,0
'429063308,Saaaaaaaaars,86,0
'2659992985,604380619,4,0
'3068882179,WljMandy,27,0
'1870916851,Loroh2,1,0
'484988922,BOOOSTERSRB,70,0
'2879305528,yjMj26K60zrFCPW,13,0
'134120274,songstar07,39,0
'422510662,Yao_Haruna,7,0
'3169514579,inVis17,35,284
'257443669,LEA__NNE,28,0
'703803829,danmena78,61,0
'225011631,thanydawati,33,0
'2681160459,NietteShane,39,0
'2331932277,patyee17,4,0
'214136871,Elainenacional,12,0
'481434150,Coniii_C,10,0
'391598315,barr310,41,0
'928581742264434688,Nights87347811,10,0
'1894938128,TvVaca,28,0
'275267899,teteux2011,68,0
'187167413,whoami1106,18,13
'131486294,dngpgpgpd,26,0
'552296586,DavisJerod,32,0
'1727362400,LiujunbenWww,23,161
'1320056372,AsiaGosa,25,0
'2745664775,coolinville,63,0
'2970733580,uneekam,12,0
'805968500,Hhargens124,79,0
'2898979355,Mallet2Jerome,2,0
'258931700,Livvylu1218,13,3
'208822197,Megabytzeg,38,0
'1283326357,NBT_Festival,43,0
'1704366751,Crusader_Legend,4,1
'335039530,sijosjiso,8,0
'297999837,mohamed_mardi,10,0
'2561809039,Jack09041,2,0
'3011282848,javiere78730787,6,0
'256544739,fluffless268,25,0
'880349088,miyaginozomu,33,0
'2194826646,MarcoRossi9696,14,0
'342133080,norzihanim,23,0
'3073397887,stavonnahoy,77,523
'399281060,13640288372,5,0
'2268317754,funkystacheygo,77,0
'3136697024,UnicornyToGo,18,0
'2839701525,em4113,24,0
'403196396,WhiskeyTia,53,0
'226518510,XYQECNU,5,0
'292705075,ysk962,104,460
'1327542978,pandachan_chan,62,0
'279789247,Anson568742232,2,0
'910701397003210752,bobo84957392,42,0
'1083626947,mnun1444,16,0
'260706627,al3amery,8,0
'1456569390,Vanilka3645,23,0
'436109839,DeganiresAlex,7,0
'2364071934,ImmorrtalSy,20,0
'624091809,PreauxM,34,0
'2871187752,ySafw3uoQokDPG2,1,0
'3004952309,OlimpioSerena,105,0
'3384373960,sarapulici,51,0
'730808147233898496,FrankSlaaf,107,0
'4802164521,OroszT007,29,0
'712188914,cincikus,2,0
'1052452394,CholeXc,4,0
'509268275,salvocarpinteri,38,0
'617756503,june_icecream,21,0
'20388841,SuckaFreeSi,295,0
'241087097,dkt48,13,177
'238193222,juzhui,13,134
'932625458805350400,nekobak42589697,16,0
'303089194,DerekCampbell1,1,0
'964661683,teaangyala,8,0
'131806497,boyakki722,14,0
'41139861,Ariieke,32,23
'146810708,sulhri,162,0
'4847158890,smilejackson328,13,0
'1388444324,BrazilRiri,48,0
'2378738246,yoodebie,10,0
'585763339,RvLantang,9,0
'225618586,DelaCruzWS,43,0
'2397215976,Ricky_Qiu,13,0
'898500175408353280,MartinDB_A,26,0
'2304169992,JhecaClarenz,38,0
'887797219469832192,andos_test,104,0
'2234906166,ChiaraStampi,170,0
'230316970,_doeck_,14,0
'803328846,Jaackasss,34,77
'454754217,tkdrun1224,15,0
'54573178,sexologue72,467,0
'146757251,yellowAGENDA,10,0
'2237143927,seoks502,1,0
'1958721656,nancylove119,16,0
'209960297,protatelodie,39,0
'940609595508174848,lulupourquoipas,12,0
'3070767209,AliRwalk,9,0
'968769805,soulesslsmd,68,0
'871676890779725824,Awesomepetcare,40,0
'2335468206,LoLXDeAD,6,0
'2543821101,PoloMona,4,0
'1309802858,j61579,0,0
'366295258,Hkymrp42,20,0
'1911812959,babyhung1230,7,0
'2826057326,panimalar13,56,126
'2519096956,moritzschaller,353,1454
'3595020437,xuchuan520,97,592
'2767948301,FaZeMancat1717,158,0
'2435535697,35478416219,5,0
'2544954205,243375769,14,0
'551254201,stevenbarclayy,6,0
'2423128650,redneck051,3,0
'2343834938,love_82_1108,19,0
'2256675951,federicoimpalla,94,0
'357623869,FeliciaFlatline,16,0
'238034552,Lothar44,26,132
'300373039,vuurigebrans,19,0
'2891958244,mateigabriel70,3,0
'1139847914,GoomeezJuli,218,0
'804539473757282304,pikachuforBTS,6,0
'2305051014,xwkai,99,0
'549889526,ibzsese,14,0
'1952818218,branniebear,63,0
'475543395,AdameTeresa,118,0
'2365653520,LastalB,6,0
'253989117,webmasterlondon,4,0
'321567252,Yobiotch22,6,0
'762965971,TidTrakr,14,0
'761645528283279360,JuanDARKhunter,43,0
'487328438,raoyufang,34,0
'2238757942,Fireandflame_97,13,0
'1330846453,ouparee,9,0
'1038031628,michele070703,136,0
'404750443,lemonnierhelene,22,0
'299114840,volmich,16,0
